time_s,SoC,V_terminal_V,V_oc_V,current_A,power_W,temp_C,V_RC1_V,V_RC2_V,capacity_Ah,cycle_count
3075.0,0.1458315099195695,3.142126487368013,3.400829321823053,50.0,157.10632436840064,44.0911112144513,0.05575710597355996,0.044002775280126326,49.99978645833333,0.4270833333333531
3076.0,0.14555373095544408,3.1414464860381854,3.4002182081019767,50.0,157.07232430190928,44.095358069640895,0.05575837371187101,0.04400363721551008,49.99978638888889,0.427222222222242
3077.0,0.14527595199093282,3.1407664791103564,3.3996070943800523,50.0,157.03832395551782,44.0996065787578,0.05575964194336098,0.0440044995052113,49.999786319444446,0.4273611111111309
3078.0,0.14499817302603576,3.1400864665836945,3.3989959806572787,50.0,157.00432332918473,44.1038567411174,0.05576091066781674,0.044005362149078193,49.99978625,0.4275000000000198
3079.0,0.1447203940607529,3.1394064484573705,3.3983848669336565,50.0,156.97032242286852,44.10810855603552,0.0557621798850253,0.04400622514695897,49.99978618055555,0.4276388888889087
3080.0,0.14444261509508424,3.138726424730556,3.397773753209185,50.0,156.93632123652782,44.11236202282845,0.05576344959477379,0.044007088498701864,49.99978611111111,0.42777777777779763
3081.0,0.14416483612902978,3.1380463954024234,3.397162639483865,50.0,156.90231977012118,44.116617140812934,0.05576471979684952,0.04400795220415512,49.99978604166667,0.42791666666668654
3082.0,0.1438870571625895,3.137366360472145,3.396551525757697,50.0,156.86831802360726,44.120873909306226,0.055765990491039925,0.04400881626316699,49.99978597222222,0.42805555555557545
3083.0,0.14360927819576344,3.136686319938892,3.3959404120306793,50.0,156.83431599694458,44.12513232762609,0.055767261677132585,0.04400968067558574,49.999785902777774,0.42819444444446436
3084.0,0.14333149922855157,3.136006273801838,3.3953292983028134,50.0,156.8003136900919,44.12939239509075,0.055768533354915224,0.04401054544125968,49.999785833333334,0.42833333333335327
3085.0,0.14305372026095386,3.1353262220601574,3.3947181845740984,50.0,156.76631110300787,44.133654111018814,0.055769805524175715,0.044011410560037094,49.99978576388889,0.4284722222222422
3086.0,0.14277594129297036,3.1346461647130224,3.3941070708445347,50.0,156.73230823565112,44.137917474729534,0.05577107818470209,0.044012276031766315,49.99978569444444,0.4286111111111311
3087.0,0.14249816232460105,3.1339661017596083,3.3934959571141223,50.0,156.69830508798043,44.14218248554249,0.0557723513362825,0.04401314185629568,49.999785625,0.42875000000002
3088.0,0.14222038335584594,3.1332860331990893,3.392884843382861,50.0,156.66430165995448,44.14644914277784,0.05577362497870526,0.04401400803347355,49.999785555555555,0.4288888888889089
3089.0,0.14194260438670503,3.13260595903064,3.392273729650751,50.0,156.63029795153201,44.15071744575613,0.055774899111758806,0.04401487456314831,49.99978548611111,0.4290277777777978
3090.0,0.14166482541717831,3.131925879253437,3.391662615917792,50.0,156.59629396267184,44.15498739379848,0.05577617373523174,0.044015741445168365,49.99978541666666,0.42916666666668674
3091.0,0.1413870464472658,3.1312457938666562,3.3910515021839847,50.0,156.56228969333281,44.15925898622646,0.055777448848912815,0.04401660867938214,49.99978534722222,0.42930555555557565
3092.0,0.14110926747696748,3.130565702869472,3.390440388449328,50.0,156.5282851434736,44.16353222236205,0.0557787244525909,0.04401747626563808,49.999785277777775,0.42944444444446456
3093.0,0.14083148850628335,3.129885606261064,3.3898292747138234,50.0,156.4942803130532,44.167807101527785,0.055780000546055024,0.044018344203784664,49.999785208333336,0.42958333333335347
3094.0,0.1405537095352134,3.129205504040606,3.389218160977469,50.0,156.4602752020303,44.1720836230466,0.055781277129094364,0.04401921249367039,49.99978513888889,0.4297222222222424
3095.0,0.14027593056375764,3.1285253962072783,3.3886070472402667,50.0,156.42626981036392,44.176361786241955,0.05578255420149823,0.044020081135143795,49.99978506944445,0.4298611111111313
3096.0,0.1399981515919161,3.127845282760257,3.387995933502215,50.0,156.39226413801285,44.1806415904378,0.05578383176305608,0.04402095012805342,49.999785,0.4300000000000202
3097.0,0.13972037261968873,3.127165163698722,3.387384819763315,50.0,156.3582581849361,44.1849230349585,0.055785109813557526,0.04402181947224785,49.999784930555556,0.4301388888889091
3098.0,0.13944259364707556,3.12648503902185,3.386773706023566,50.0,156.3242519510925,44.189206119128926,0.05578638835279231,0.04402268916757569,49.99978486111111,0.430277777777798
3099.0,0.1391648146740766,3.125804908728823,3.3861625922829686,50.0,156.29024543644115,44.19349084227446,0.05578766738055032,0.04402355921388559,49.99978479166667,0.43041666666668693
3100.0,0.13888703570069183,3.1251247728188174,3.385551478541522,50.0,156.25623864094086,44.197777203720875,0.055788946896621595,0.044024429611026206,49.99978472222222,0.43055555555557584
3101.0,0.13860925672692126,3.124444631291015,3.3849403647992267,50.0,156.22223156455075,44.20206520279447,0.055790226900796304,0.04402530035884624,49.99978465277778,0.43069444444446475
3102.0,0.13833147775276486,3.123764484144596,3.3843292510560827,50.0,156.1882242072298,44.20635483882205,0.05579150739286477,0.04402617145719443,49.99978458333334,0.43083333333335366
3103.0,0.13805369877822266,3.1230843313787404,3.3837181373120897,50.0,156.15421656893702,44.21064611113081,0.055792788372617454,0.044027042905919536,49.99978451388889,0.4309722222222426
3104.0,0.13777591980329465,3.1224041729926295,3.383107023567248,50.0,156.12020864963148,44.21493901904847,0.05579406983984495,0.04402791470487036,49.999784444444444,0.4311111111111315
3105.0,0.13749814082798084,3.121724008985445,3.3824959098215577,50.0,156.08620044927227,44.21923356190325,0.055795351794338026,0.044028786853895725,49.999784375,0.4312500000000204
3106.0,0.13722036185228123,3.121043839356369,3.3818847960750187,50.0,156.05219196781846,44.223529739023775,0.055796634235887564,0.04402965935284451,49.99978430555556,0.4313888888889093
3107.0,0.13694258287619582,3.120363664104583,3.3812736823276306,50.0,156.01818320522915,44.22782754973912,0.0557979171642846,0.044030532201565616,49.99978423611111,0.4315277777777982
3108.0,0.1366648038997246,3.119683483229271,3.380662568579394,50.0,155.98417416146356,44.23212699337893,0.05579920057932031,0.04403140539990798,49.999784166666664,0.4316666666666871
3109.0,0.13638702492286758,3.1190032967296144,3.3800514548303084,50.0,155.95016483648072,44.236428069273245,0.05580048448078601,0.04403227894772057,49.999784097222225,0.43180555555557604
3110.0,0.13610924594562476,3.1183231046047983,3.3794403410803744,50.0,155.91615523023992,44.24073077675263,0.05580176886847316,0.04403315284485241,49.99978402777778,0.43194444444446495
3111.0,0.1358314669679961,3.1176429068540052,3.3788292273295912,50.0,155.88214534270026,44.24503511514803,0.05580305374217338,0.044034027091152554,49.99978395833333,0.43208333333335386
3112.0,0.13555368798998166,3.1169627034764193,3.3782181135779594,50.0,155.84813517382096,44.249341083790966,0.05580433910167839,0.04403490168647009,49.999783888888885,0.43222222222224277
3113.0,0.1352759090115814,3.116282494471227,3.377606999825479,50.0,155.81412472356135,44.25364868201336,0.0558056249467801,0.04403577663065415,49.999783819444445,0.4323611111111317
3114.0,0.13499813003279534,3.115602279837611,3.37699588607215,50.0,155.78011399188054,44.25795790914765,0.05580691127727052,0.04403665192355391,49.99978375,0.4325000000000206
3115.0,0.13472035105362348,3.1149220595747575,3.3763847723179716,50.0,155.74610297873787,44.26226876452665,0.05580819809294184,0.04403752756501858,49.99978368055555,0.4326388888889095
3116.0,0.13444257207406582,3.114241833681853,3.3757736585629448,50.0,155.71209168409266,44.26658124748377,0.05580948539358636,0.04403840355489741,49.99978361111111,0.4327777777777984
3117.0,0.13416479309412235,3.1135616021580828,3.3751625448070692,50.0,155.67808010790415,44.2708953573528,0.055810773178996534,0.044039279893039705,49.999783541666666,0.4329166666666873
3118.0,0.13388701411379308,3.1128813650026332,3.3745514310503446,50.0,155.64406825013165,44.275211093468045,0.05581206144896497,0.044040156579294804,49.99978347222222,0.43305555555557623
3119.0,0.13360923513307799,3.1122011222146915,3.3739403172927713,50.0,155.61005611073458,44.27952845516421,0.05581335020328441,0.044041033613512096,49.99978340277777,0.43319444444446514
3120.0,0.13333145615197708,3.1115208737934443,3.3733292035343494,50.0,155.57604368967222,44.283847441776516,0.055814639441747714,0.044041910995541,49.99978333333333,0.43333333333335405
3121.0,0.13305367717049038,3.110840619738081,3.372718089775079,50.0,155.54203098690405,44.288168052640685,0.05581592916414791,0.04404278872523101,49.99978326388889,0.43347222222224296
3122.0,0.13277589818861787,3.110160360047787,3.372106976014959,50.0,155.50801800238935,44.292490287092846,0.05581721937027818,0.04404366680243163,49.99978319444445,0.4336111111111319
3123.0,0.13249811920635957,3.1094800947217527,3.371495862253991,50.0,155.47400473608764,44.296814144469636,0.0558185100599318,0.044044545226992436,49.999783125,0.4337500000000208
3124.0,0.13222034022371545,3.1087998237591665,3.370884748492174,50.0,155.43999118795833,44.30113962410809,0.05581980123290223,0.04404542399876304,49.99978305555556,0.4338888888889097
3125.0,0.13194256124068554,3.108119547159217,3.370273634729508,50.0,155.40597735796084,44.30546672534575,0.05582109288898306,0.0440463031175931,49.999782986111114,0.4340277777777986
3126.0,0.13166478225726982,3.107439264921093,3.3696625209659934,50.0,155.37196324605463,44.309795447520685,0.055822385027968,0.044047182583332324,49.99978291666667,0.4341666666666875
3127.0,0.1313870032734683,3.1067589770439863,3.36905140720163,50.0,155.3379488521993,44.31412578997134,0.055823677649650925,0.04404806239583047,49.99978284722222,0.43430555555557643
3128.0,0.13110922428928096,3.1060786835270853,3.368440293436418,50.0,155.30393417635426,44.318457752036636,0.055824970753825844,0.044048942554937354,49.99978277777778,0.43444444444446534
3129.0,0.1308314453047078,3.1053983843695816,3.367829179670357,50.0,155.2699192184791,44.32279133305599,0.05582626434028691,0.04404982306050283,49.999782708333335,0.43458333333335425
3130.0,0.13055366631974885,3.104718079570665,3.3672180659034474,50.0,155.23590397853323,44.32712653236928,0.05582755840882841,0.0440507039123768,49.99978263888889,0.43472222222224316
3131.0,0.1302758873344041,3.104037769129528,3.366606952135689,50.0,155.2018884564764,44.331463349316834,0.055828852959244765,0.044051585110409235,49.99978256944445,0.43486111111113207
3132.0,0.12999810834867354,3.103357453045361,3.365995838367082,50.0,155.16787265226804,44.33580178323945,0.05583014799133055,0.04405246665445013,49.9997825,0.435000000000021
3133.0,0.12972032936255717,3.1026771313173573,3.3653847245976256,50.0,155.13385656586786,44.340141833478356,0.05583144350488047,0.044053348544349565,49.999782430555555,0.4351388888889099
3134.0,0.129442550376055,3.1019968039447083,3.3647736108273207,50.0,155.0998401972354,44.344483499375315,0.05583273949968938,0.04405423077995764,49.99978236111111,0.4352777777777988
