time_seconds,fill_level,terminal_voltage_V,resting_voltage_V,current_A,temperature_C,fast_voltage_drop_V,slow_voltage_drop_V
1.0,0.7999619103650307,3.953479837358541,3.9699695282920247,6.856134294474705,29.997115908709475,0.000652447441754418,6.813461443736496e-05
2.0,0.8000848006785424,4.022689481250655,3.9700932807463967,-22.142398830924492,29.996505402781224,-0.0015167689850270917,-0.00015275760399388076
3.0,0.7999770279733045,3.9248432259298895,3.969981622378644,19.3990869428097,29.99531137001952,0.0004736378690537392,4.1923444031105204e-05
4.0,0.7998385155915686,3.909436905495509,3.969870812473255,24.932228712457295,29.995375064709947,0.00280118052491406,0.0002891731580040248
5.0,0.8000542709361992,4.060731109840205,3.9700596980298193,-38.87483687037648,29.999997821565955,-0.0011648168964000522,-0.00010074779215381974
6.0,0.8001820533461731,4.026732161361082,3.9702002586807907,-23.02385765295563,29.999589683169688,-0.003244979654051074,-0.00032830184551227556
7.0,0.8001242724509667,3.9483770288079527,3.9701366996960634,10.400561137154638,29.99701939328537,-0.0019464347600643027,-0.00022086533815204054
8.0,0.8001150815590731,3.9681263985462856,3.9701265897149804,1.6543605408624158,29.993910284097637,-0.0016037737821041319,-0.00020168106750261504
9.0,0.8000615615111981,3.9485449266069055,3.9700677176623183,9.633608617492827,29.99126476309806,-0.0005343954584412202,-0.00010343925847720346
10.0,0.8001056531211936,3.98981054245804,3.970116218433313,-7.944434233431387,29.988468696622192,-0.0012395538807229401,-0.00018110419298037289
11.0,0.799926386519231,3.893623580977654,3.969941109215385,32.267988353270006,29.99068758446441,0.0019491103535329618,0.00014181703062456796
12.0,0.7997530040117498,3.892840598236918,3.9698024032094,31.208851346618424,29.992560026162607,0.004733542854034052,0.000450201413404377
13.0,0.7996618084413432,3.925525596070226,3.9697294467530746,16.415202673192645,29.990820569706045,0.005845199764050769,0.000607739259660947
14.0,0.7994312147610428,3.863841694749873,3.9695449718088343,41.506862454067075,29.996530029153917,0.00923885566276341,0.0010126750223516923
15.0,0.7992763801517137,3.8930464997007572,3.969421104121371,27.87022967925091,29.997387487855633,0.011011865319710098,0.0012770630138747778
16.0,0.7992807263348383,3.960082292135793,3.9694245810678708,-0.7830960584893027,29.994267262973153,0.009889426340794505,0.0012534168619577329
17.0,0.7991249516362117,3.891696279122761,3.9692999613089697,28.039445752785927,29.995174467963523,0.011616629050737065,0.0015164959389798371
18.0,0.7991285558396175,3.958855344687875,3.9693028446716943,-0.6494060190695876,29.992054644816676,0.010449361483032795,0.0014912040829721258
19.0,0.7988959764236951,3.857537780339657,3.9691167811389563,41.86429486602029,29.99791487484771,0.013438887655986213,0.0018887173467560508
20.0,0.7987729773321726,3.9017690327701384,3.9690183818657383,22.139836474067852,29.99730263493899,0.01426689241105183,0.002085275695634949
21.0,0.7986604353469817,3.905263156617913,3.9689283482775854,20.25755733434493,29.996281830602072,0.014836979552833812,0.0022606867198896063
22.0,0.7986035513758015,3.9286128002357197,3.9688828411006414,10.239114812426129,29.993696281203597,0.014399434872615195,0.0023343578800071136
23.0,0.7983024455158669,3.823028969932298,3.968641956412694,54.199054788223975,30.005624973269676,0.018186869464971972,0.0028439771980008797
24.0,0.7981672505965867,3.890781979478928,3.9685338004772697,24.335085470456892,30.005530207526704,0.018771949574526554,0.003050484975226431
25.0,0.7980601254069207,3.9021088573055907,3.9684481003255367,19.28253413986244,30.004306456969402,0.018820538120074903,0.003204216431128882
26.0,0.7979373914222555,3.8950650702214897,3.9683499131378044,22.09211723973958,30.003678897887028,0.019131870036201835,0.0033839591656523007
27.0,0.797698090808238,3.843996604908875,3.9681584726465906,43.07411052315869,30.010055632286537,0.021410275458944635,0.003769983105349832
28.0,0.7974737129103961,3.847838725324528,3.9679789703283173,40.38802161152958,30.015279514430404,0.023216246782682755,0.004124518072773159
29.0,0.7972375669899198,3.8405853912208103,3.967790053591936,42.506265685751174,30.021399020109925,0.025051934787633894,0.004495699536493365
30.0,0.7969933841079392,3.8348971633157998,3.9675947072863513,43.95291875651018,30.028154752652767,0.0268506012237731,0.004876646600467152
31.0,0.7965296555666243,3.7376067323340205,3.9672237244532997,83.4711374366847,30.060694053220175,0.032238757641982224,0.005645584021268225
32.0,0.7963788285954636,3.867155271103696,3.967103062876371,27.148854808923595,30.061305356247317,0.031754389346442286,0.005845252242866752
33.0,0.796235712370809,3.87061905504008,3.9669885698966474,25.760920437817745,30.061540114761442,0.031184035370176375,0.0060286471878541305
34.0,0.7961248606408393,3.884815042287443,3.9668998885126716,19.95331139454245,30.0604152188306,0.030115290679329595,0.006152049341695178
35.0,0.7958299564821733,3.8058752623220586,3.966663965185739,53.08274855989822,30.07167992346257,0.032300933272394854,0.006603150951756501
36.0,0.7954656904922754,3.7732004287330523,3.9663725523938207,65.56787818161288,30.09052084055196,0.035466701644011535,0.007172723104436664
37.0,0.7952516497360839,3.8345386845577716,3.9662013197888673,38.52733611448822,30.094938174460708,0.03575795952267024,0.007466497511553973
38.0,0.7951233456165525,3.8709342807488976,3.966098676493242,23.094741515649414,30.0944841786486,0.0345528950011486,0.00760325717917322
39.0,0.7949881450558917,3.8688048698652233,3.9659905160447133,24.33610091894395,30.094331775579974,0.03358063849689108,0.007750654322250128
40.0,0.7946637278365577,3.7875381839502493,3.965730982269246,58.39509948010665,30.108602641937807,0.035942046674099816,0.008234690608693395
41.0,0.7943230022833156,3.7776253262403197,3.9654584018266528,61.33059958356356,30.124662067717907,0.03835808692129504,0.008741886394166563
42.0,0.7940026723793341,3.783511743752982,3.9652021379034674,57.65938271667594,30.13847415933924,0.040194848064435164,0.009206298021723357
43.0,0.7938289194834338,3.844568200172224,3.9650631355867474,31.2755212620418,30.14026834100025,0.039346061896538345,0.009402744162804674
44.0,0.7935385645482785,3.794565750177082,3.964830851638623,52.263888327946574,30.15103361216461,0.040575355613114476,0.009805327357129526
45.0,0.793258365649439,3.797231792448798,3.9646066925195513,50.43580179112773,30.160830492423486,0.04151370113073167,0.010184742498156815
